,Symbol,Name,Price,Change %,Volume,Rel Volume,Market Cap,P/E,EPS (dil TTM),EPS Growth (TTM YoY),Div Yield % TTM,Sector,Analyst Rating
3230,PFSA,"Profusa, Inc.",0.3289,+0.80%,473080.0,0.02,11870000.0,—,−3.07 USD,"−1,215.69%",0.00%,Electronic technology,Neutral
3231,PFSI,"PennyMac Financial Services, Inc.",123.13,+1.09%,286160.0,0.60,6370000000.0,17.07,7.21 USD,+99.44%,0.99%,Finance,Strong buy
3232,PFX,PhenixFIN Corporation,47.75,−0.58%,1470.0,1.49,95680000.0,15.62,3.06 USD,−68.25%,0.00%,Miscellaneous,Neutral
3233,PG,Procter & Gamble Company (The),152.5,−0.37%,8850000.0,1.17,356920000000.0,23.44,6.51 USD,+8.10%,2.70%,Consumer non-durables,Buy
3234,PGAC,Pantages Capital Acquisition Corporation,10.27,−0.07%,2400.0,0.06,113260000.0,86.04,0.12 USD,—,0.00%,Finance,Neutral
3235,PGC,Peapack-Gladstone Financial Corporation,28.53,−1.86%,67530.0,0.56,503510000.0,15.66,1.82 USD,−2.72%,0.69%,Finance,Strong buy
3236,PGEN,"Precigen, Inc.",3.71,−3.64%,6170000.0,0.92,1110000000.0,—,−0.43 USD,+20.77%,0.00%,Health technology,Buy
3237,PGNY,"Progyny, Inc.",21.47,−2.98%,886640.0,0.74,1850000000.0,36.45,0.59 USD,−6.06%,0.00%,Commercial services,Buy
3238,PGR,Progressive Corporation (The),238.61,−1.05%,3970000.0,1.37,139880000000.0,13.43,17.76 USD,+51.95%,2.03%,Finance,Buy
3239,PGY,Pagaya Technologies Ltd.,37.66,−8.81%,5240000.0,1.50,2890000000.0,—,−3.84 USD,−95.26%,0.00%,Technology services,Strong buy
3240,PH,Parker-Hannifin Corporation,760.17,+0.03%,399870.0,0.64,96300000000.0,28.02,27.13 USD,+24.47%,0.88%,Electronic technology,Buy
3241,PHAT,"Phathom Pharmaceuticals, Inc.",11.9,+1.36%,1350000.0,1.28,844230000.0,—,−4.73 USD,+7.85%,0.00%,Health technology,Strong buy
3242,PHGE,BiomX Inc.,0.5288,−1.16%,226810.0,0.76,14040000.0,—,−1.01 USD,+83.03%,0.00%,Health technology,Strong buy
3243,PHH,"Park Ha Biological Technology Co., Ltd.",0.4804,−1.03%,341430.0,0.29,14110000.0,—,−0.66 USD,−296.86%,0.00%,Consumer non-durables,Neutral
3244,PHIN,PHINIA Inc.,57.98,−0.40%,250630.0,0.43,2260000000.0,22.39,2.59 USD,+38.82%,1.82%,Producer manufacturing,Buy
3245,PHIO,Phio Pharmaceuticals Corp.,2.17,−3.13%,117470.0,0.85,12430000.0,—,−3.34 USD,+85.26%,0.00%,Health technology,Strong buy
3246,PHLT,"Performant Healthcare, Inc.",7.69,0.00%,1020000.0,0.97,611450000.0,—,−0.01 USD,+85.09%,0.00%,Commercial services,Neutral
3247,PHM,"PulteGroup, Inc.",130.05,+0.63%,1320000.0,0.53,25660000000.0,9.72,13.38 USD,+1.97%,0.67%,Consumer durables,Buy
3248,PHOE,Phoenix Asia Holdings Limited,8.65,−1.14%,4040.0,0.38,,—,—,—,—,Industrial services,Neutral
3249,PHR,"Phreesia, Inc.",23.8,−3.80%,1110000.0,0.90,1430000000.0,—,−0.41 USD,+77.00%,0.00%,Technology services,Strong buy
3250,PHUN,"Phunware, Inc.",2.85,−2.73%,217200.0,0.82,57530000.0,—,−0.72 USD,+95.04%,0.00%,Technology services,Buy
3251,PHVS,Pharvaris N.V.,24.9,−0.36%,201300.0,0.95,1590000000.0,—,−3.37 USD,−36.92%,0.00%,Health technology,Strong buy
3252,PI,"Impinj, Inc.",184.97,−3.13%,569960.0,0.85,5380000000.0,"25,690.28",0.01 USD,−97.16%,0.00%,Electronic technology,Strong buy
3253,PII,Polaris Inc.,56.0,0.00%,738860.0,0.55,3150000000.0,—,−1.89 USD,−133.08%,4.75%,Consumer durables,Neutral
3254,PIII,P3 Health Partners Inc.,8.94,+7.07%,7470.0,0.66,64250000.0,—,−49.03 USD,−52.08%,0.00%,Commercial services,Buy
3255,PINC,"Premier, Inc.",27.95,−1.06%,2370000.0,1.06,2310000000.0,128.92,0.22 USD,−79.11%,2.97%,Health services,Neutral
3256,PINS,"Pinterest, Inc.",35.27,−0.11%,8420000.0,0.78,23980000000.0,12.61,2.80 USD,+916.50%,0.00%,Technology services,Buy
3257,PIPR,Piper Sandler Companies,362.77,−0.40%,104830.0,0.68,6420000000.0,30.61,11.85 USD,+55.53%,0.73%,Finance,Neutral
3258,PJT,PJT Partners Inc.,185.1,−0.33%,154080.0,0.98,6440000000.0,31.78,5.82 USD,+47.71%,0.54%,Finance,Sell
3259,PKBK,"Parke Bancorp, Inc.",22.1,−0.07%,30800.0,0.87,261820000.0,8.62,2.56 USD,+42.62%,3.26%,Finance,Neutral
3260,PKE,Park Aerospace Corp.,19.25,+0.16%,77880.0,0.72,382220000.0,55.51,0.35 USD,+6.74%,2.60%,Electronic technology,Neutral
3261,PKG,Packaging Corporation of America,213.71,+0.47%,422700.0,0.64,19230000000.0,21.33,10.02 USD,+25.80%,2.35%,Process industries,Neutral
3262,PKOH,Park-Ohio Holdings Corp.,20.1,−3.55%,53220.0,1.43,289340000.0,8.34,2.41 USD,+74.12%,2.40%,Producer manufacturing,Neutral
3263,PL,Planet Labs PBC,12.05,+8.46%,14670000.0,0.76,3710000000.0,—,−0.30 USD,+35.92%,0.00%,Technology services,Strong buy
3264,PLAB,"Photronics, Inc.",24.73,−1.32%,701800.0,0.77,1460000000.0,14.01,1.77 USD,−22.25%,0.00%,Electronic technology,Strong buy
3265,PLAG,Planet Green Holdings Corp.,1.84,−6.12%,2540.0,0.01,13400000.0,—,−0.84 USD,+40.50%,0.00%,Consumer non-durables,Neutral
3266,PLAY,"Dave & Buster's Entertainment, Inc.",19.38,−0.77%,1080000.0,0.41,671840000.0,55.59,0.35 USD,−87.26%,0.00%,Consumer services,Buy
3267,PLBC,Plumas Bancorp,43.44,+0.06%,11510.0,0.42,301780000.0,8.95,4.85 USD,+1.05%,2.69%,Finance,Strong buy
3268,PLBL,Polibeli Group Ltd,7.94,−7.53%,27600.0,1.51,93770000.0,—,−0.06 USD,—,0.00%,Retail trade,Neutral
3269,PLBY,"Playboy, Inc.",1.6,0.00%,169540.0,0.33,172080000.0,—,−0.78 USD,−29.67%,0.00%,Retail trade,Buy
3270,PLCE,"Children's Place, Inc. (The)",6.59,−6.39%,643960.0,0.61,146090000.0,—,−0.87 USD,+93.15%,0.00%,Retail trade,Neutral
3271,PLMK,Plum Acquisition Corp. IV,10.29,−0.19%,,0.03,249460000.0,90.82,0.11 USD,—,0.00%,Finance,Neutral
3272,PLMR,"Palomar Holdings, Inc.",116.15,−0.33%,252400.0,0.67,3110000000.0,20.42,5.69 USD,+49.87%,0.00%,Finance,Buy
3273,PLNT,"Planet Fitness, Inc.",99.39,−2.36%,1360000.0,1.17,8369999999.999999,44.38,2.24 USD,+22.80%,0.00%,Consumer services,Strong buy
3274,PLOW,"Douglas Dynamics, Inc.",32.07,−0.74%,87780.0,0.70,738920000.0,11.61,2.76 USD,+128.13%,3.65%,Producer manufacturing,Buy
3275,PLPC,Preformed Line Products Company,200.9,−2.63%,84770.0,1.26,989380000.0,23.47,8.56 USD,+5.01%,0.39%,Producer manufacturing,Strong buy
3276,PLRX,"Pliant Therapeutics, Inc.",1.46,−2.67%,310760.0,0.69,89630000.0,—,−3.39 USD,−9.87%,0.00%,Health technology,Neutral
3277,PLRZ,Polyrizon Ltd.,1.08,−4.42%,327080.0,0.06,6470000.0,—,−57.16 USD,+3.81%,0.00%,Health technology,Neutral
3278,PLSE,"Pulse Biosciences, Inc",17.7,+0.80%,171550.0,0.50,1190000000.0,—,−1.06 USD,−33.24%,0.00%,Health technology,Strong buy
3279,PLTK,Playtika Holding Corp.,3.57,−2.72%,1890000.0,0.76,1340000000.0,15.49,0.23 USD,−60.27%,10.90%,Technology services,Buy
3280,PLTR,Palantir Technologies Inc.,182.55,+1.80%,62170000.0,1.04,433070000000.0,606.68,0.30 USD,+77.10%,0.00%,Technology services,Neutral
3281,PLTS,Platinum Analytics Cayman Limited,11.13,+0.09%,723560.0,—,,—,—,—,—,Technology services,Neutral
3282,PLUG,"Plug Power, Inc.",2.53,−4.53%,388550000.0,3.99,2920000000.0,—,−2.12 USD,+9.93%,0.00%,Electronic technology,Neutral
3283,PLUR,Pluri Inc.,4.65,−1.27%,1630.0,0.28,37930000.0,—,−3.51 USD,+11.80%,0.00%,Health technology,Neutral
3284,PLUS,ePlus inc.,73.01,−2.52%,123230.0,0.51,1940000000.0,16.99,4.30 USD,+5.16%,0.33%,Technology services,Strong buy
3285,PLUT,Plutus Financial Group Limited,3.22,+3.54%,21200.0,0.72,,—,—,—,—,Finance,Neutral
3286,PLX,"Protalix BioTherapeutics, Inc. (DE)",1.96,−3.92%,997170.0,1.32,156270000.0,26.49,0.07 USD,—,0.00%,Health technology,Strong buy
3287,PLXS,Plexus Corp.,145.34,+1.20%,271310.0,1.21,3920000000.0,24.73,5.88 USD,+48.07%,0.00%,Electronic technology,Buy
3288,PM,Philip Morris International Inc,163.77,+1.11%,4620000.0,0.82,254920000000.0,31.08,5.27 USD,−6.68%,3.33%,Consumer non-durables,Buy
3289,PMAX,Powell Max Limited,0.301,−2.27%,362310.0,0.55,4420000.0,—,−0.16 USD,−353.61%,0.00%,Communications,Neutral
3290,PMCB,"PharmaCyte Biotech, Inc.",0.9552,−4.48%,320940.0,3.43,6490000.0,—,−0.46 USD,−168.03%,0.00%,Health technology,Neutral
3291,PMEC,Primech Holdings Ltd.,1.76,−3.30%,15510.0,0.62,67620000.0,—,−0.05 USD,+45.76%,0.00%,Commercial services,Neutral
3292,PMI,"Picard Medical, Inc.",7.8,+4.00%,1680000.0,0.66,574870000.0,—,−0.42 USD,+78.70%,0.00%,Health technology,Neutral
3293,PMN,ProMIS Neurosciences Inc.,0.4105,−4.31%,432020.0,0.65,21270000.0,—,−0.20 USD,+71.41%,0.00%,Health technology,Strong buy
3294,PMNT,Perfect Moment Ltd.,0.4854,−0.92%,328940.0,1.20,17030000.0,—,−0.90 USD,−49.71%,0.00%,Retail trade,Neutral
3295,PMTR,Perimeter Acquisition Corp. I,10.26,+0.29%,9080.0,0.12,316270000.0,—,—,—,0.00%,Finance,Neutral
3296,PMTS,CPI Card Group Inc.,16.04,+2.10%,41620.0,0.83,181850000.0,14.35,1.12 USD,−27.00%,0.00%,Finance,Strong buy
3297,PMVP,"PMV Pharmaceuticals, Inc.",1.38,+2.99%,1210000.0,0.25,73130000.0,—,−1.56 USD,−61.41%,0.00%,Health technology,Strong buy
3298,PN,Skycorp Solar Group Limited,0.6504,−10.66%,168760.0,0.90,17560000.0,"6,503.93",0.00 USD,−98.85%,0.00%,Utilities,Neutral
3299,PNBK,Patriot National Bancorp Inc.,1.38,+2.99%,208020.0,0.62,158690000.0,—,−9.44 USD,−500.26%,0.00%,Finance,Neutral
3300,PNC,"PNC Financial Services Group, Inc. (The)",203.92,+0.39%,1310000.0,0.88,80310000000.0,13.93,14.64 USD,+22.65%,3.20%,Finance,Buy
3301,PNFP,"Pinnacle Financial Partners, Inc.",95.08,−0.11%,491730.0,0.39,7370000000.0,12.60,7.54 USD,+48.12%,0.99%,Finance,Buy
3302,PNR,Pentair plc.,110.09,0.00%,834770.0,0.72,18050000000.0,30.07,3.66 USD,−7.32%,0.89%,Producer manufacturing,Buy
3303,PNRG,PrimeEnergy Resources Corporation,173.42,+1.66%,29540.0,0.45,285970000.0,11.66,14.87 USD,−23.89%,0.00%,Energy minerals,Neutral
3304,PNTG,"The Pennant Group, Inc.",24.5,−0.33%,211290.0,0.65,846770000.0,31.33,0.78 USD,+23.11%,0.00%,Health services,Buy
3305,PNW,Pinnacle West Capital Corporation,87.09,+0.96%,731900.0,0.72,10400000000.0,17.94,4.85 USD,−10.20%,4.15%,Utilities,Neutral
3306,POAI,Predictive Oncology Inc.,1.16,−0.85%,355500.0,1.50,12640000.0,—,−1.40 USD,+58.27%,0.00%,Health technology,Neutral
3307,POCI,"Precision Optics Corporation, Inc.",4.45,+1.14%,,0.25,34110000.0,—,−0.90 USD,−232.02%,0.00%,Health technology,Neutral
3308,PODC,"PodcastOne, Inc.",1.78,−1.11%,14890.0,0.26,47010000.0,—,−0.24 USD,+65.18%,0.00%,Technology services,Strong buy
3309,PODD,Insulet Corporation,327.8,−2.18%,435710.0,0.63,23070000000.0,99.76,3.29 USD,−40.33%,0.00%,Health technology,Buy
3310,POET,POET Technologies Inc.,6.0,+16.28%,8240000.0,6.53,544320000.0,—,−0.72 USD,−38.78%,0.00%,Producer manufacturing,Neutral
3311,POLA,"Polar Power, Inc.",3.17,−5.65%,71800.0,1.04,7960000.0,—,−1.82 USD,+45.00%,0.00%,Electronic technology,Neutral
3312,POLE,Andretti Acquisition Corp. II,10.48,+0.28%,,0.03,309240000.0,40.46,0.26 USD,—,0.00%,Finance,Neutral
3313,POOL,Pool Corporation,312.94,+0.10%,467730.0,0.79,11680000000.0,28.88,10.84 USD,−8.72%,1.57%,Distribution services,Buy
3314,POR,Portland General Electric Co,43.18,+1.24%,1010000.0,0.90,4730000000.0,15.85,2.73 USD,−6.32%,4.75%,Utilities,Buy
3315,POST,"Post Holdings, Inc.",104.44,+1.73%,738280.0,0.90,5670000000.0,17.88,5.84 USD,+11.39%,0.00%,Consumer non-durables,Buy
3316,POWI,"Power Integrations, Inc.",41.54,−3.51%,725160.0,1.03,2330000000.0,70.54,0.59 USD,−21.09%,1.95%,Electronic technology,Buy
3317,POWL,"Powell Industries, Inc.",292.22,−3.53%,221060.0,1.06,3530000000.0,20.29,14.40 USD,+34.74%,0.35%,Producer manufacturing,Buy
3318,POWW,Outdoor Holding Company,1.47,0.00%,1020000.0,1.43,172150000.0,—,−0.52 USD,−279.70%,0.00%,Electronic technology,Buy
3319,PPC,Pilgrim's Pride Corporation,40.64,−1.34%,2040000.0,1.13,9650000000.0,7.82,5.19 USD,+63.10%,0.00%,Process industries,Neutral
3320,PPCB,"Propanc Biopharma, Inc.",1.9,−6.86%,129930.0,0.28,23960000.0,—,−126.48 USD,+99.01%,0.00%,Health technology,Neutral
3321,PPG,"PPG Industries, Inc.",106.24,−2.97%,2150000.0,1.18,23980000000.0,18.84,5.64 USD,−7.57%,2.51%,Process industries,Buy
3322,PPIH,"Perma-Pipe International Holdings, Inc.",22.43,−3.94%,224470.0,0.80,181550000.0,18.02,1.24 USD,−34.71%,0.00%,Producer manufacturing,Neutral
3323,PPL,PPL Corporation,36.31,+1.74%,3520000.0,0.87,26850000000.0,27.30,1.33 USD,+17.13%,2.97%,Utilities,Buy
3324,PPSI,"Pioneer Power Solutions, Inc.",4.39,−1.57%,84990.0,0.41,48710000.0,—,—,—,0.00%,Producer manufacturing,Strong buy
3325,PR,Permian Resources Corporation,13.6,+1.64%,14140000.0,0.87,11330000000.0,8.83,1.54 USD,+23.56%,3.81%,Energy minerals,Strong buy
3326,PRA,ProAssurance Corporation,23.86,+0.29%,344450.0,1.04,1230000000.0,25.19,0.95 USD,—,0.00%,Finance,Neutral
3327,PRAA,"PRA Group, Inc.",16.44,−1.56%,484810.0,1.32,642370000.0,7.08,2.32 USD,"+2,320.02%",0.00%,Commercial services,Buy
3328,PRAX,"Praxis Precision Medicines, Inc.",48.6,+0.56%,732390.0,1.73,1020000000.0,—,−12.29 USD,−19.64%,0.00%,Health technology,Strong buy
3329,PRCH,"Porch Group, Inc.",18.3,−3.12%,2760000.0,1.11,1910000000.0,39.44,0.46 USD,—,0.00%,Finance,Strong buy
3330,PRCT,PROCEPT BioRobotics Corporation,39.15,+1.79%,1140000.0,1.05,2180000000.0,—,−1.56 USD,+24.37%,0.00%,Health technology,Strong buy
3331,PRDO,Perdoceo Education Corporation,35.68,−0.56%,429350.0,0.68,2320000000.0,15.48,2.30 USD,+13.27%,1.45%,Consumer services,Strong buy
3332,PRE,Prenetics Global Limited,12.39,0.00%,183410.0,1.29,161490000.0,—,−3.86 USD,+10.32%,0.00%,Finance,Strong buy
3333,PRFX,PainReform Ltd.,1.52,+7.04%,421000.0,2.40,3060000.0,—,—,—,0.00%,Health technology,Neutral
3334,PRG,"PROG Holdings, Inc.",34.44,−2.24%,345930.0,0.69,1360000000.0,6.80,5.07 USD,+107.98%,1.45%,Finance,Buy
3335,PRGO,Perrigo Company plc,21.11,+1.44%,1960000.0,1.03,2900000000.0,—,−0.56 USD,+35.57%,5.51%,Health technology,Buy
3336,PRGS,Progress Software Corporation,40.98,−3.01%,858060.0,1.02,1770000000.0,31.38,1.31 USD,−20.35%,0.41%,Technology services,Buy
3337,PRI,"Primerica, Inc.",285.58,+4.88%,349570.0,1.58,9250000000.0,14.14,20.19 USD,+61.71%,1.48%,Finance,Buy
3338,PRIM,Primoris Services Corporation,132.38,−0.50%,1060000.0,1.06,7150000000.0,30.06,4.40 USD,+55.43%,0.23%,Industrial services,Strong buy
3339,PRK,Park National Corporation,166.44,+0.20%,39580.0,0.64,2670000000.0,16.18,10.29 USD,+22.64%,2.57%,Finance,Neutral
3340,PRKS,United Parks & Resorts Inc.,51.94,+1.68%,767670.0,0.78,2860000000.0,13.92,3.73 USD,−2.55%,0.00%,Consumer services,Neutral
3341,PRLB,"Proto Labs, Inc.",50.84,−0.35%,159800.0,0.85,1210000000.0,84.48,0.60 USD,−37.23%,0.00%,Process industries,Buy
3342,PRLD,Prelude Therapeutics Incorporated,1.03,+1.98%,299630.0,1.84,58290000.0,—,−1.78 USD,+7.72%,0.00%,Health technology,Buy
3343,PRM,"Perimeter Solutions, SA",22.32,+1.69%,1160000.0,1.06,3270000000.0,52.54,0.42 USD,—,0.00%,Process industries,Strong buy
3344,PRMB,Primo Brands Corporation,22.34,+0.36%,4150000.0000000005,0.76,8340000000.0,—,−0.12 USD,−107.32%,1.75%,Consumer non-durables,Strong buy
3345,PRME,"Prime Medicine, Inc.",5.39,+8.02%,4440000.0,1.15,960480000.0,—,−1.60 USD,+24.90%,0.00%,Health technology,Buy
3346,PRO,"PROS Holdings, Inc.",22.85,−0.74%,6800000.0,2.71,1100000000.0,—,−0.15 USD,+83.62%,0.00%,Technology services,Buy
3347,PROK,ProKidney Corp.,2.74,−2.49%,1110000.0,0.33,806330000.0,—,−0.56 USD,+4.97%,0.00%,Health technology,Buy
3348,PROP,Prairie Operating Co.,1.94,+1.04%,1300000.0,0.67,97540000.0,—,−4.51 USD,+51.22%,0.00%,Energy minerals,Buy
3349,PROV,"Provident Financial Holdings, Inc.",15.74,+0.90%,1970.0,0.25,103520000.0,16.99,0.93 USD,−12.28%,3.59%,Finance,Neutral
3350,PRPH,"ProPhase Labs, Inc.",0.4473,−0.58%,2850000.0,0.53,18580000.0,—,—,—,0.00%,Health technology,Neutral
3351,PRPL,"Purple Innovation, Inc.",1.02,−2.86%,362060.0,0.73,110580000.0,—,−0.78 USD,+21.29%,0.00%,Consumer durables,Buy
3352,PRPO,"Precipio, Inc.",17.98,+4.23%,23680.0,1.00,29120000.0,—,−1.21 USD,+54.93%,0.00%,Health services,Neutral
3353,PRQR,ProQR Therapeutics N.V.,2.16,0.00%,314950.0,0.95,227260000.0,—,−0.44 USD,−53.46%,0.00%,Health technology,Strong buy
3354,PRSO,Peraso Inc.,1.19,−2.46%,428240.0,0.33,7410000.0,—,−1.74 USD,+89.30%,0.00%,Electronic technology,Strong buy
3355,PRSU,"Pursuit Attractions and Hospitality, Inc.",36.54,+0.05%,117920.0,0.57,1030000000.0,3.17,11.51 USD,"+4,175.68%",0.00%,Consumer services,Strong buy
3356,PRTA,Prothena Corporation plc,8.31,+0.24%,404690.0,0.66,447330000.0,—,−5.63 USD,−457.67%,0.00%,Health technology,Buy
3357,PRTH,"Priority Technology Holdings, Inc.",7.28,−2.54%,366160.0,0.76,581800000.0,27.98,0.26 USD,—,0.00%,Technology services,Strong buy
3358,PRTS,"CarParts.com, Inc.",0.705,−3.62%,1270000.0,0.84,41570000.0,—,−0.96 USD,−125.02%,0.00%,Retail trade,Buy
3359,PRU,"Prudential Financial, Inc.",103.13,+0.27%,1300000.0,0.74,36300000000.0,22.82,4.52 USD,−42.22%,5.20%,Finance,Neutral
3360,PRVA,"Privia Health Group, Inc.",23.48,+2.53%,949280.0,1.10,2880000000.0,200.86,0.12 USD,−2.09%,0.00%,Finance,Strong buy
3361,PRZO,ParaZero Technologies Ltd.,1.75,−3.85%,1580000.0,1.09,32840000.000000004,—,−0.26 USD,−87.22%,0.00%,Electronic technology,Neutral
3362,PSBD,Palmer Square Capital BDC Inc.,13.27,−1.48%,71520.0,1.12,426310000.0,23.63,0.56 USD,−80.23%,11.58%,Miscellaneous,Buy
3363,PSFE,Paysafe Limited,13.26,−3.00%,293140.0,1.22,780310000.0,—,−0.84 USD,−297.83%,0.00%,Commercial services,Neutral
3364,PSHG,Performance Shipping Inc.,1.87,−0.53%,27990.0,0.26,23250000.0,0.94,1.98 USD,+41.09%,0.00%,Transportation,Strong buy
3365,PSIG,PS International Group Ltd.,0.46,−5.70%,37220.0,0.26,11950000.0,—,—,—,0.00%,Transportation,Neutral
3366,PSIX,"Power Solutions International, Inc.",115.78,+0.69%,586050.0,0.85,2670000000.0,24.06,4.81 USD,+146.76%,0.00%,Producer manufacturing,Strong buy
3367,PSKY,Paramount Skydance Corporation,19.73,+6.02%,23390000.0,1.44,21010000000.0,—,−0.03 USD,+99.70%,1.07%,Consumer services,Sell
3368,PSMT,"PriceSmart, Inc.",117.12,+1.29%,150970.0,0.52,3600000000.0,24.68,4.75 USD,+15.21%,1.09%,Retail trade,Buy
3369,PSN,Parsons Corporation,80.13,−1.48%,962620.0,0.75,8560000000.000001,22.43,3.57 USD,+741.55%,0.00%,Technology services,Buy
3370,PSNL,"Personalis, Inc.",6.11,−0.81%,725790.0,0.78,541820000.0,—,−1.27 USD,+22.13%,0.00%,Health services,Strong buy
3371,PSQH,"PSQ Holdings, Inc.",2.41,+2.55%,3200000.0,2.07,110650000.0,—,−1.36 USD,+23.31%,0.00%,Retail trade,Strong buy
3372,PSTG,"Pure Storage, Inc.",88.29,+0.50%,3160000.0,0.98,29020000000.0,216.82,0.41 USD,+0.39%,0.00%,Electronic technology,Buy
3373,PSTV,"PLUS THERAPEUTICS, Inc.",0.4039,−4.58%,4700000.0,0.78,40090000.0,—,−2.23 USD,+22.30%,0.00%,Health technology,Strong buy
3374,PSX,Phillips 66,132.28,+2.09%,3820000.0,1.22,53460000000.0,31.83,4.16 USD,−64.32%,3.63%,Energy minerals,Buy
3375,PTC,PTC Inc.,204.03,−0.92%,838360.0,0.86,24440000000.0,48.10,4.24 USD,+73.09%,0.00%,Technology services,Buy
3376,PTCT,"PTC Therapeutics, Inc.",60.56,−0.48%,920620.0,0.65,4810000000.0,8.68,6.97 USD,—,0.00%,Health technology,Buy
3377,PTEN,"Patterson-UTI Energy, Inc.",5.49,+1.86%,8800000.0,1.02,2109999999.9999998,—,−2.76 USD,"−1,015.89%",5.94%,Industrial services,Buy
3378,PTGX,"Protagonist Therapeutics, Inc.",65.06,+0.85%,568750.0,0.52,4050000000.0,91.30,0.71 USD,−72.87%,0.00%,Health technology,Strong buy
3379,PTHL,Pheton Holdings Ltd,0.8615,−4.28%,54700.0,0.26,12280000.0,—,−0.05 USD,−177.11%,0.00%,Health technology,Neutral
3380,PTHS,Pelthos Therapeutics Inc.,33.96,+2.41%,12430.0,0.70,103310000.0,—,—,—,0.00%,Health technology,Strong buy
3381,PTIX,"Protagenic Therapeutics, Inc.",4.35,−0.46%,139440.0,1.50,8330000.0,—,−11.76 USD,+38.86%,0.00%,Health technology,Neutral
3382,PTLE,PTL LT,0.203,−3.65%,1460000.0,0.52,7610000.0,—,−0.02 USD,−634.38%,0.00%,Transportation,Neutral
3383,PTLO,Portillo's Inc.,6.29,−3.08%,3660000.0,0.94,473940000.0,13.77,0.46 USD,+19.37%,0.00%,Consumer services,Buy
3384,PTNM,Pitanium Limited,8.39,+7.98%,1890000.0,0.37,,—,—,—,—,Consumer non-durables,Neutral
3385,PTON,"Peloton Interactive, Inc.",8.03,−3.60%,9050000.0,0.84,3270000000.0,—,−0.31 USD,+79.66%,0.00%,Consumer services,Buy
3386,PTRN,Pattern Group Inc. - Series A,14.01,+0.07%,3240000.0,—,2470000000.0,38.25,0.37 USD,+33.35%,0.00%,Technology services,Neutral
3387,PUBM,"PubMatic, Inc.",8.36,−3.91%,378220.0,0.58,382280000.0,—,−0.06 USD,−117.02%,0.00%,Technology services,Buy
3388,PULM,"Pulmatrix, Inc.",4.51,−7.01%,30390.0,2.15,16469999.999999998,—,−2.17 USD,+26.87%,0.00%,Health technology,Neutral
3389,PUMP,ProPetro Holding Corp.,5.09,+2.83%,4260000.0,0.82,529190000.00000006,—,−1.46 USD,−584.15%,0.00%,Industrial services,Buy
3390,PVBC,"Provident Bancorp, Inc.",12.7,−0.63%,14160.0,0.35,225860000.0,20.26,0.63 USD,+48.13%,0.00%,Finance,Neutral
3391,PVH,PVH Corp.,87.76,+3.15%,1280000.0,1.12,4219999999.9999995,9.84,8.92 USD,−29.19%,0.18%,Consumer non-durables,Buy
3392,PVLA,"Palvella Therapeutics, Inc.",56.69,−3.44%,262510.0,1.60,626970000.0,—,—,—,0.00%,Health technology,Strong buy
3393,PWM,Prestige Wealth Inc.,0.5399,−5.11%,109080.0,0.22,34690000.0,—,−0.10 USD,—,0.00%,Finance,Neutral
3394,PWP,Perella Weinberg Partners,22.33,+0.54%,832550.0,0.81,1950000000.0,27.62,0.81 USD,—,1.26%,Finance,Neutral
3395,PWR,"Quanta Services, Inc.",389.53,−1.64%,846540.0,0.86,57390000000.0,60.41,6.45 USD,+21.68%,0.10%,Industrial services,Buy
3396,PX,"P10, Inc.",11.77,−0.84%,486050.0,0.97,1290000000.0,94.08,0.13 USD,+623.12%,1.22%,Finance,Buy
3397,PXLW,"Pixelworks, Inc.",9.94,−6.93%,180890.0,0.99,53030000.0,—,−5.56 USD,−2.33%,0.00%,Electronic technology,Strong buy
3398,PXS,Pyxis Tankers Inc.,2.87,+3.80%,17250.0,0.72,30090000.0,—,−0.03 USD,−101.27%,0.00%,Transportation,Strong buy
3399,PYPD,PolyPid Ltd.,3.44,−3.10%,69310.0,1.98,35060000.0,—,−3.83 USD,+61.18%,0.00%,Health technology,Strong buy
3400,PYPL,"PayPal Holdings, Inc.",67.31,−0.55%,10430000.0,0.82,64310000000.0,14.41,4.67 USD,+13.15%,0.00%,Commercial services,Buy
3401,PYXS,"Pyxis Oncology, Inc.",2.19,+0.92%,522970.0,0.59,135820000.0,—,−1.59 USD,−26.57%,0.00%,Health technology,Strong buy
3402,PZG,Paramount Gold Nevada Corp.,1.19,−0.83%,589740.0,0.92,85020000.0,—,−0.13 USD,−10.14%,0.00%,Non-energy minerals,Strong buy
3403,PZZA,"Papa John's International, Inc.",45.83,−0.82%,933170.0,0.76,1500000000.0,20.20,2.27 USD,+8.26%,3.98%,Consumer services,Buy
3404,QBTS,D-Wave Quantum Inc.,27.52,+7.21%,66120000.00000001,1.06,9410000000.0,—,−1.05 USD,−143.95%,0.00%,Electronic technology,Strong buy
3405,QCOM,QUALCOMM Incorporated,169.53,−0.11%,5470000.0,0.65,182920000000.0,16.35,10.37 USD,+34.40%,2.03%,Electronic technology,Buy
3406,QCRH,"QCR Holdings, Inc.",77.81,−0.38%,108380.0,0.98,1320000000.0,11.73,6.63 USD,−1.55%,0.31%,Finance,Strong buy
3407,QDEL,QuidelOrtho Corporation,27.44,−3.58%,1020000.0,0.78,1860000000.0,—,−6.54 USD,+76.48%,0.00%,Health technology,Buy
